OrderID,ProductID,CustomerID,Quantity,UnitPrice,Discount,Sales,Profit,Region,Category,SubCategory,ShippingCost,OrderDate,ShipDate,CustomerSegment,Market,Country,City,State,ZipCode,ReturnStatus,StockAvailable,Rating,SupplierID,Priority,Status
1626,7974,8578,8071,8667,8610,6491,3601,South,Clothing,Shirts,1206,2022-09-08 01:29:59,2022-09-15 01:29:59,Consumer,EU,Australia,4381,4758,2714,Returned,967,4945,3433,High,In Transit
3702,8534,5183,9917,6705,4423,9985,1760,West,Electronics,Shirts,952,2021-02-08 19:14:06,2021-02-13 19:14:06,Corporate,APAC,USA,8478,7312,7187,Returned,769,5491,6646,Medium,Shipped
5798,9139,4927,6017,3336,8039,4874,1482,South,Clothing,Tables,7644,2022-10-27 22:32:32,2022-11-04 22:32:32,Corporate,LATAM,Brazil,3311,3301,6723,Returned,7777,3676,3055,Low,In Transit
5208,9504,2539,4548,5620,8357,6613,5006,East,Furniture,Chairs,4426,2021-01-29 19:40:42,2021-01-31 19:40:42,Home Office,EMEA,USA,9107,1309,4178,Not Returned,6853,6036,3595,Low,In Transit
4567,4492,1556,805,1280,7084,5987,5620,West,Electronics,Shirts,8174,2022-02-15 00:53:31,2022-02-20 00:53:31,Small Business,US,Germany,2600,4034,8429,Not Returned,7369,5878,1302,Medium,Cancelled
6810,8634,8997,75,6982,5476,8233,7185,West,Furniture,Laptops,8042,2022-03-29 23:00:30,2022-03-31 23:00:30,Small Business,APAC,Germany,8802,6137,8647,Not Returned,2970,3029,7644,Critical,In Transit
4226,3068,5942,1387,2867,4789,5491,4125,West,Electronics,Shirts,7680,2022-08-29 17:38:02,2022-08-30 17:38:02,Home Office,EMEA,USA,4151,6767,2712,Returned,6213,7480,5409,Low,Shipped
8943,1763,7102,7675,6123,482,154,7618,North,Clothing,Laptops,5137,2022-11-09 17:23:17,2022-11-13 17:23:17,Small Business,EU,Brazil,6186,7971,1253,Not Returned,8364,9651,3550,Low,In Transit
6668,2323,9829,4091,6961,3005,5137,330,North,Clothing,Laptops,1342,2021-10-11 14:23:08,2021-10-12 14:23:08,Corporate,EU,India,5605,2422,7120,Returned,5320,6610,5388,Low,In Transit
8045,8239,4874,4807,8593,5914,7125,3158,North,Electronics,Laptops,7687,2022-06-02 15:28:18,2022-06-07 15:28:18,Consumer,EU,Australia,6738,3295,5086,Not Returned,9127,3043,4498,High,In Transit
615,5393,7694,9375,3224,7139,2668,7981,South,Electronics,Chairs,7127,2021-01-11 22:18:28,2021-01-19 22:18:28,Consumer,EMEA,Germany,7565,8685,9324,Returned,8931,3242,546,High,Delivered
3811,7207,9006,2033,8437,272,3512,1772,North,Electronics,Tables,921,2021-01-04 16:30:23,2021-01-05 16:30:23,Small Business,APAC,India,1166,8568,2034,Not Returned,146,4389,7833,Medium,Cancelled
8174,2633,4495,8057,7512,9156,1829,9131,West,Furniture,Laptops,7487,2021-06-02 19:58:12,2021-06-08 19:58:12,Home Office,US,Australia,5430,9077,3565,Returned,7275,825,2266,Medium,In Transit
3846,1797,8246,7215,727,2737,1914,9789,North,Furniture,Chairs,7313,2021-02-08 13:49:58,2021-02-12 13:49:58,Home Office,US,Brazil,4676,1934,1381,Not Returned,1641,7491,9180,Critical,Cancelled
6882,9548,9753,9611,955,9176,7292,975,West,Electronics,Laptops,5296,2022-05-02 22:15:20,2022-05-09 22:15:20,Consumer,US,Brazil,4037,5069,5234,Returned,318,2397,2163,High,Shipped
6184,3931,1313,9478,4312,7315,2384,3240,West,Clothing,Laptops,363,2022-08-18 02:49:03,2022-08-27 02:49:03,Home Office,LATAM,Australia,4796,6151,557,Returned,2809,5151,7562,Critical,In Transit
3742,9767,3999,2404,8781,9740,295,5344,East,Clothing,Phones,7010,2021-08-31 09:34:01,2021-09-01 09:34:01,Corporate,EMEA,Germany,1436,572,2383,Not Returned,5085,278,7060,High,Delivered
7492,1041,9110,8074,9078,2753,8214,4570,South,Furniture,Chairs,4800,2021-12-06 04:26:31,2021-12-13 04:26:31,Small Business,APAC,Australia,5044,2429,5127,Not Returned,9099,7814,9646,Critical,Cancelled
7267,6541,39,3343,9079,2845,1099,7028,West,Clothing,Chairs,5659,2021-04-23 02:22:00,2021-04-27 02:22:00,Consumer,LATAM,Germany,4180,1683,5627,Returned,934,3599,1981,Medium,Delivered
792,5391,6636,2256,3611,1608,5180,6574,West,Furniture,Phones,3381,2021-12-09 11:55:25,2021-12-14 11:55:25,Home Office,APAC,India,960,6060,8885,Not Returned,4474,2947,7726,Critical,Cancelled
1876,1764,8713,5798,9209,7100,5110,6645,West,Clothing,Laptops,584,2022-03-13 00:42:09,2022-03-15 00:42:09,Consumer,US,Germany,8358,9760,6155,Returned,8921,2044,4198,High,In Transit
214,3763,9769,6732,3118,5792,8784,2721,East,Clothing,Laptops,8033,2021-10-25 22:34:05,2021-10-26 22:34:05,Consumer,APAC,USA,918,3175,7015,Not Returned,1710,3042,106,Critical,Cancelled
1896,6091,8509,6083,635,1926,2057,6918,West,Electronics,Tables,8908,2022-01-13 23:56:49,2022-01-16 23:56:49,Corporate,US,USA,8443,2431,459,Returned,900,22,8602,Critical,In Transit
7295,4905,7868,4110,7180,1561,1267,3639,East,Electronics,Tables,1928,2021-03-28 07:37:31,2021-03-30 07:37:31,Small Business,US,Germany,7058,662,4645,Returned,2921,9275,8947,Medium,Cancelled
353,9095,7006,159,957,2072,8596,9580,North,Electronics,Shirts,6296,2021-08-10 01:50:03,2021-08-18 01:50:03,Home Office,APAC,India,9634,9990,1395,Returned,4733,3715,530,Low,In Transit
3592,6896,9132,526,6478,2,375,4649,East,Electronics,Laptops,14,2022-01-11 00:54:03,2022-01-20 00:54:03,Consumer,EU,Australia,3217,8220,2114,Returned,4357,5544,4556,High,Delivered
6431,3467,3082,630,270,5725,5898,3433,West,Clothing,Chairs,7116,2022-08-26 12:55:04,2022-09-01 12:55:04,Corporate,LATAM,Australia,3193,3179,6053,Returned,6117,3569,9848,Critical,Cancelled
1391,1743,1926,620,1275,957,1940,3954,North,Electronics,Chairs,282,2021-02-25 07:22:57,2021-03-04 07:22:57,Corporate,APAC,USA,9201,1230,9228,Not Returned,8468,2741,2290,Critical,Shipped
126,7474,9401,5343,7352,6639,6571,3250,West,Furniture,Phones,6528,2021-11-23 04:47:26,2021-11-30 04:47:26,Corporate,EU,Brazil,9557,8321,9207,Not Returned,6813,7520,4613,Low,Cancelled
5239,6090,6258,7706,3720,303,987,4441,South,Furniture,Laptops,9520,2021-01-07 23:55:58,2021-01-15 23:55:58,Consumer,EMEA,Germany,8134,575,5705,Returned,5209,6925,3829,Low,Shipped
7115,9540,3174,1668,9830,4115,3554,7762,North,Electronics,Chairs,5451,2022-10-21 12:30:06,2022-10-25 12:30:06,Consumer,LATAM,Germany,9817,2773,3727,Returned,4807,2191,9109,Low,Shipped
1441,8928,6060,7011,7118,9154,2990,9219,North,Electronics,Laptops,1178,2021-06-26 23:01:12,2021-07-02 23:01:12,Small Business,EU,Brazil,9136,5446,6571,Returned,8213,407,9207,Medium,Shipped
6543,6937,8907,4147,141,4883,6013,964,South,Furniture,Chairs,9885,2021-09-13 01:28:14,2021-09-15 01:28:14,Consumer,EU,USA,6788,2138,4446,Returned,1287,7053,3655,High,In Transit
8106,8637,6442,5048,8228,5204,9668,1799,East,Electronics,Tables,9901,2022-07-16 12:05:54,2022-07-22 12:05:54,Home Office,EMEA,India,3098,4617,10,Not Returned,9853,6296,4816,High,Delivered
1317,5700,6808,6675,3684,7228,3274,7001,West,Clothing,Tables,9655,2022-08-02 00:49:48,2022-08-10 00:49:48,Home Office,US,Brazil,8854,2853,988,Returned,7328,9739,8842,Medium,Shipped
6653,8633,7422,5017,770,1344,4359,9770,South,Clothing,Phones,5700,2021-07-04 08:37:41,2021-07-09 08:37:41,Corporate,EMEA,Germany,7844,73,5473,Returned,2473,708,1805,Critical,Delivered
5052,2476,3611,4256,7398,1736,9778,8259,North,Clothing,Phones,8534,2021-10-28 07:08:56,2021-11-03 07:08:56,Small Business,EMEA,Australia,9687,4212,662,Returned,9209,208,2666,High,Shipped
633,3084,3720,7124,1680,237,7447,4444,North,Furniture,Laptops,8556,2021-08-30 19:26:52,2021-09-01 19:26:52,Corporate,APAC,India,7122,9959,4896,Not Returned,1013,9716,2786,Critical,In Transit
5783,6258,9794,2409,341,2818,2497,5963,East,Clothing,Tables,1690,2022-09-29 09:26:59,2022-10-07 09:26:59,Consumer,US,Australia,4438,5436,8436,Not Returned,561,8786,5549,Critical,In Transit
8326,3139,7694,8265,7843,6722,7003,4226,East,Furniture,Chairs,6098,2022-08-29 16:19:56,2022-09-06 16:19:56,Corporate,LATAM,Germany,9326,4918,8430,Not Returned,1961,7046,1049,High,Cancelled
2965,7138,964,537,7341,7180,7968,8735,North,Furniture,Shirts,5948,2021-11-14 02:00:02,2021-11-20 02:00:02,Consumer,US,Australia,6611,6431,7155,Not Returned,4738,6526,3851,Medium,Shipped
8649,5079,5449,1180,9075,6407,8592,6908,North,Electronics,Shirts,6929,2022-09-09 18:43:42,2022-09-18 18:43:42,Consumer,EMEA,India,420,4518,3303,Not Returned,9701,7871,5694,Low,Cancelled
1550,9957,6141,3717,4482,7899,6549,2294,West,Clothing,Laptops,7639,2021-11-26 19:14:21,2021-11-30 19:14:21,Corporate,EU,Australia,8434,7381,2386,Returned,672,164,8657,Critical,Shipped
4799,6037,2356,5888,7962,5828,8738,4720,East,Clothing,Laptops,9652,2021-02-08 10:16:31,2021-02-12 10:16:31,Corporate,EU,USA,3192,393,8617,Not Returned,572,3632,6173,Critical,Cancelled
8434,3898,8124,2280,8981,7452,8907,776,North,Furniture,Phones,79,2022-03-08 06:19:53,2022-03-13 06:19:53,Corporate,US,Germany,7084,6231,9224,Not Returned,3272,3457,7789,Critical,In Transit
2712,1669,148,6421,366,9867,4532,5331,South,Electronics,Chairs,6494,2021-02-08 09:33:53,2021-02-14 09:33:53,Corporate,EMEA,USA,3840,8552,2377,Not Returned,9155,1828,6980,Critical,In Transit
8570,4286,6911,8562,2197,3748,8844,5979,South,Clothing,Shirts,9909,2021-11-29 19:55:51,2021-12-08 19:55:51,Corporate,US,India,9128,7570,5785,Not Returned,5947,4942,6268,High,Shipped
686,2161,7032,9760,5342,39,4876,1257,North,Furniture,Shirts,302,2021-11-13 00:26:30,2021-11-20 00:26:30,Small Business,APAC,India,8854,4331,9561,Not Returned,3538,4559,6580,Medium,In Transit
4083,4184,8653,3755,1725,1377,8707,8895,East,Furniture,Tables,2461,2022-07-03 16:09:23,2022-07-07 16:09:23,Corporate,EMEA,Australia,6280,8554,7354,Not Returned,6273,5996,9477,Medium,In Transit
6020,5344,8034,2521,3082,1429,3968,6446,West,Clothing,Tables,2548,2021-02-22 14:52:35,2021-02-26 14:52:35,Small Business,EMEA,Germany,3490,7605,7545,Not Returned,3984,1779,7903,Low,In Transit
7379,1125,698,2180,9597,5252,9236,1930,South,Electronics,Laptops,1829,2021-03-26 02:37:17,2021-03-29 02:37:17,Consumer,LATAM,Australia,1081,5037,2564,Not Returned,3587,4432,6842,Low,Shipped
162,594,3391,5998,6355,664,9325,542,East,Furniture,Tables,8624,2021-01-07 02:36:28,2021-01-12 02:36:28,Small Business,EMEA,Germany,1652,1137,2811,Returned,9519,1020,5238,High,In Transit
2011,8591,1734,2126,2172,8267,3472,9029,South,Furniture,Tables,2098,2022-03-13 17:38:19,2022-03-20 17:38:19,Corporate,EMEA,India,1901,2611,6901,Not Returned,8739,5018,8000,Low,Delivered
8896,6405,9818,3332,7463,5106,2979,2840,West,Clothing,Tables,4284,2021-03-09 04:50:27,2021-03-11 04:50:27,Corporate,US,Brazil,9068,4714,9558,Returned,4999,163,1975,Low,In Transit
632,906,2015,9834,7897,205,582,5676,North,Clothing,Chairs,2644,2022-06-02 11:47:27,2022-06-03 11:47:27,Corporate,EU,Australia,4001,9615,672,Returned,1172,5592,9136,Low,In Transit
2540,3960,6286,5433,4261,2362,6165,3671,South,Electronics,Shirts,8563,2022-11-10 22:47:33,2022-11-16 22:47:33,Home Office,US,Australia,7876,9087,6634,Not Returned,3063,2337,9880,Low,In Transit
6172,7098,2091,6567,4625,1634,1518,3649,North,Furniture,Shirts,98,2022-07-26 17:15:52,2022-07-31 17:15:52,Home Office,APAC,Brazil,4667,611,1728,Returned,5056,2325,9370,Medium,Delivered
6520,1750,782,7549,6824,2106,3868,7194,South,Furniture,Tables,3971,2021-12-18 13:55:16,2021-12-21 13:55:16,Home Office,EMEA,Germany,4870,6745,2427,Returned,6853,2552,6412,High,In Transit
2556,476,5417,8677,7240,6711,5001,4655,West,Clothing,Laptops,5224,2021-01-08 00:02:30,2021-01-14 00:02:30,Consumer,LATAM,Brazil,259,283,1899,Returned,6630,3201,5111,Critical,Delivered
688,3691,8805,2308,7134,6510,9974,5907,East,Clothing,Chairs,8767,2021-11-11 15:57:02,2021-11-18 15:57:02,Consumer,EU,Australia,1284,924,1126,Returned,9787,8439,3712,Medium,Shipped
6275,3865,7834,6789,227,265,9588,646,North,Clothing,Phones,2505,2021-08-06 23:29:39,2021-08-11 23:29:39,Consumer,EU,USA,6300,3832,9434,Returned,9173,9891,1716,Medium,Delivered
1099,7097,2327,9088,6417,6981,6764,1675,East,Furniture,Laptops,6050,2022-02-14 01:22:31,2022-02-19 01:22:31,Home Office,US,USA,1959,6345,5780,Returned,5064,3831,9047,Critical,Shipped
6660,442,6041,5926,7359,4629,6371,9529,South,Clothing,Shirts,460,2021-09-04 07:51:17,2021-09-13 07:51:17,Home Office,EU,USA,1139,4742,7419,Not Returned,2455,9659,3675,Medium,In Transit
2598,142,2660,4597,9032,5662,6143,5627,East,Furniture,Chairs,7000,2021-11-27 19:11:29,2021-11-28 19:11:29,Corporate,EU,Australia,4179,7790,2947,Not Returned,5395,7881,5076,High,Delivered
2991,7156,4494,9336,934,1461,2724,286,East,Clothing,Tables,41,2021-11-12 17:27:17,2021-11-14 17:27:17,Small Business,EMEA,USA,5718,3199,5375,Returned,7184,2525,9278,Medium,Delivered
5155,779,9778,1493,661,1349,9492,7852,South,Furniture,Chairs,3517,2021-08-30 17:36:21,2021-09-01 17:36:21,Corporate,EU,Germany,343,1448,6582,Not Returned,527,6749,406,Low,Cancelled
3741,1847,1479,772,5526,8771,194,2008,South,Clothing,Phones,9303,2021-01-31 13:30:48,2021-02-07 13:30:48,Small Business,EMEA,Australia,4876,8922,4379,Returned,3452,7617,9837,Medium,Shipped
5411,1456,6893,5809,6797,4797,5094,1326,South,Electronics,Tables,4651,2022-04-16 10:39:20,2022-04-22 10:39:20,Corporate,LATAM,Brazil,704,5483,6377,Returned,5464,4913,4649,High,In Transit
183,3113,5671,4493,5824,1518,5003,1357,West,Furniture,Tables,6133,2022-02-16 07:03:55,2022-02-18 07:03:55,Home Office,EMEA,India,988,3322,4616,Returned,3742,3053,6575,Critical,In Transit
5807,1876,6994,4034,5444,990,3745,8612,West,Electronics,Laptops,3809,2022-08-01 08:03:54,2022-08-04 08:03:54,Consumer,EU,USA,3869,4201,202,Not Returned,1843,9102,4659,Medium,Shipped
771,3156,1629,387,6032,6440,6402,4009,South,Electronics,Shirts,7981,2021-10-22 16:56:43,2021-10-26 16:56:43,Small Business,US,Brazil,4319,7065,7447,Returned,5625,7462,1820,Medium,Shipped
2659,3501,8567,2121,4021,3260,1824,1475,East,Clothing,Phones,5161,2021-10-24 03:26:11,2021-10-27 03:26:11,Consumer,APAC,Australia,4001,3362,6584,Returned,7,3268,6565,Low,Delivered
2607,5907,3274,7612,914,2012,1443,5547,North,Furniture,Chairs,930,2021-01-29 19:19:30,2021-02-05 19:19:30,Consumer,APAC,Brazil,9650,6981,7070,Returned,3416,443,6219,Critical,In Transit
7834,9371,7598,4459,6592,9450,2310,6269,North,Clothing,Tables,6629,2021-02-20 09:51:58,2021-02-25 09:51:58,Corporate,APAC,Australia,8037,6790,786,Returned,6345,2417,8989,Medium,In Transit
1937,3808,7152,9494,3237,2353,1933,8557,North,Clothing,Shirts,9570,2021-04-16 15:37:08,2021-04-24 15:37:08,Home Office,APAC,USA,9749,8492,139,Returned,4932,9715,3457,High,Cancelled
6627,5005,9327,6653,6417,3171,3836,8018,North,Furniture,Tables,2835,2021-02-14 10:33:32,2021-02-23 10:33:32,Home Office,US,Germany,3731,6208,3163,Not Returned,8459,1709,3631,Medium,Shipped
9703,476,7685,9169,1208,1961,558,883,South,Clothing,Chairs,7167,2021-03-10 10:02:40,2021-03-11 10:02:40,Home Office,EU,Australia,2455,4495,1947,Not Returned,6643,3826,3537,Medium,Cancelled
4700,1971,5807,6143,2820,9095,365,4259,West,Furniture,Chairs,7085,2022-10-21 17:25:54,2022-10-24 17:25:54,Consumer,EMEA,Australia,2491,6981,9135,Returned,1725,8183,2768,Medium,Shipped
3421,5846,4779,3907,3638,2954,5930,277,North,Furniture,Phones,3736,2022-05-14 16:49:30,2022-05-19 16:49:30,Consumer,LATAM,Australia,7538,2842,4209,Returned,1089,3364,25,Critical,Delivered
5669,4237,9960,8069,2236,7296,8393,8449,West,Electronics,Shirts,5038,2021-03-26 04:48:02,2021-04-02 04:48:02,Home Office,EU,USA,3427,3656,7939,Returned,188,5410,2093,Critical,Shipped
8550,5648,5186,5777,7914,7548,7824,7356,East,Clothing,Chairs,5410,2022-06-09 17:18:07,2022-06-13 17:18:07,Corporate,LATAM,Australia,5687,9243,3702,Not Returned,7399,1589,2369,Critical,Delivered
2829,1557,7571,7481,9497,183,7191,6688,North,Furniture,Chairs,5576,2022-10-06 05:51:50,2022-10-07 05:51:50,Home Office,EU,USA,9204,8245,6847,Returned,1229,7227,5591,Medium,Cancelled
9228,6047,4946,7928,7017,7759,5087,9457,East,Electronics,Chairs,3168,2021-07-14 01:22:16,2021-07-23 01:22:16,Home Office,EU,USA,9081,5952,5277,Returned,7819,4729,2625,Critical,In Transit
5794,4524,5572,9011,9299,2225,8390,6092,East,Furniture,Phones,7095,2021-08-04 22:50:11,2021-08-12 22:50:11,Consumer,US,USA,8044,523,5905,Returned,9822,5833,7123,Critical,Cancelled
1125,5622,5424,2588,9216,5673,1379,3375,West,Furniture,Chairs,6094,2022-12-22 16:02:21,2022-12-31 16:02:21,Consumer,US,Australia,4073,2258,8589,Not Returned,3238,3894,2006,Low,Shipped
1773,8354,3977,1752,8968,7431,7171,6470,South,Electronics,Chairs,1462,2022-10-24 07:09:53,2022-10-29 07:09:53,Consumer,APAC,India,4214,1674,6709,Returned,2101,3749,3174,Low,Shipped
8017,7012,4494,675,8089,8579,2159,2662,North,Furniture,Shirts,7704,2021-04-10 13:50:42,2021-04-15 13:50:42,Corporate,EU,Germany,3228,2746,6092,Returned,5819,2223,2793,Low,Shipped
1525,8225,6199,4026,2567,2804,3710,6156,West,Clothing,Laptops,973,2022-12-23 23:41:05,2022-12-29 23:41:05,Home Office,US,Germany,4427,6920,8836,Not Returned,8681,2205,5346,Low,In Transit
